panitia_id;jabatan;mhs_id;nilai;komentar
21031070017;Ketua Divisi Pameran;55218089;B;Mengerjakan tugas dengan baik
21031070018;Ketua Divisi Sponsor;51218059;A;Kontribusi banyak dan sangat baik
21031080019;Wakil Ketua Divisi Acara;56218088;A;Beberapa kali terlambat namun konfirmasi
21031080020;Wakil Ketua Divisi Artistik;57118040;A;Kontribusi banyak dan sangat baik
21031080021;Wakil Ketua Divisi Dokumentasi;54118072;A;Kerja bagus dan sangat bisa dipercaya
21031080022;Wakil Ketua Divisi Humas;55318009;B;Selalu ikut rapat namun pasif
21031080023;Wakil Ketua Divisi Kreatif;57318018;A;Beberapa kali terlambat namun konfirmasi
21031080024;Wakil Ketua Divisi Lapangan;56118027;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031080025;Wakil Ketua Divisi Logistik;56218103;A;Selalu datang dan mengerjakan tugasnya
21031080026;Wakil Ketua Divisi Media;55218025;A;Selalu ikut rapat dan aktif
21031080027;Wakil Ketua Divisi Medis;56218122;A;Kontribusi banyak dan sangat baik
21031080028;Wakil Ketua Divisi MSDM;55318018;B;Rajin datang dan mengerjakan tugasnya
21031080029;Wakil Ketua Divisi Pameran;51118022;B;Kehadiran > 80%
21031080030;Wakil Ketua Divisi Sponsor;51118087;B;Selalu ikut rapat namun pasif
21031090031;Sekretaris Divisi Acara;53218079;A;Beberapa kali terlambat namun konfirmasi
21031090032;Sekretaris Divisi Artistik;57218025;B;Selalu ikut rapat namun kurang aktif
21031090033;Sekretaris Divisi Dokumentasi;53318037;A;Selalu hadir rapat 100% dan fokus
21031090034;Sekretaris Divisi Humas;51218046;A;Selalu datang dan mengerjakan tugasnya
21031090035;Sekretaris Divisi Kreatif;57218033;A;Selalu datang dan mengerjakan tugasnya
21031090036;Sekretaris Divisi Lapangan;53118067;A;Beberapa kali terlambat namun konfirmasi
21031090037;Sekretaris Divisi Logistik;55118006;B;Beberapa kali terlambat namun konfirmasi
21031090038;Sekretaris Divisi Media;52118089;A;Kontribusi banyak dan sangat baik
21031090039;Sekretaris Divisi Medis;53218075;B;Selalu ikut rapat namun kurang aktif
21031090040;Sekretaris Divisi MSDM;56218102;B;Rajin rapat dan kalau telat konfirmasi
21031090041;Sekretaris Divisi Pameran;56118059;A;Beberapa kali terlambat namun konfirmasi
21031090042;Sekretaris Divisi Sponsor;54218010;A;Selalu kumpul dan tidak pernah terlambat
21031100043;Anggota Divisi Acara;52219010;B;Rajin datang dan mengerjakan tugasnya
21031100044;Anggota Divisi Acara;56219097;C;Kehadiran sekitar 50%
21031100045;Anggota Divisi Acara;56119010;A;Beberapa kali terlambat namun konfirmasi
21031100046;Anggota Divisi Acara;51319006;B;Mengerjakan tugas dengan baik
21031100047;Anggota Divisi Acara;56120091;B;"Sering datang kumpul, bagus"
21031100048;Anggota Divisi Acara;56220043;D;Kehadiran <30%
21031100049;Anggota Divisi Acara;55420033;A;Kontribusi banyak dan sangat baik
21031100050;Anggota Divisi Acara;56220096;B;Selalu ikut rapat namun kurang aktif
21031100051;Anggota Divisi Acara;55219055;A;Kontribusi banyak dan sangat baik
21031100052;Anggota Divisi Acara;51119105;A;Selalu kumpul dan tidak pernah terlambat
21031100053;Anggota Divisi Acara;55419037;A;Beberapa kali terlambat namun konfirmasi
21031100054;Anggota Divisi Acara;56219038;C;Rajin rapat tapi selalu terlambat
21031100055;Anggota Divisi Acara;53120058;A;Kerja bagus dan sangat bisa dipercaya
21031100056;Anggota Divisi Acara;53120046;C;Rajin rapat tapi selalu terlambat
21031100057;Anggota Divisi Acara;55320010;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100058;Anggota Divisi Acara;54219021;B;Beberapa kali terlambat namun konfirmasi
21031100059;Anggota Divisi Acara;53219059;E;Tidak Berdedikasi
21031100060;Anggota Divisi Acara;52119028;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031100061;Anggota Divisi Acara;55119095;E;Tidak Berdedikasi
21031100062;Anggota Divisi Acara;56220023;A;Kontribusi banyak dan sangat baik
21031100063;Anggota Divisi Artistik;51320013;A;Kerja bagus dan sangat bisa dipercaya
21031100064;Anggota Divisi Artistik;51220013;A;Selalu ikut rapat dan aktif
21031100065;Anggota Divisi Artistik;55119057;D;Kehadiran <30%
21031100066;Anggota Divisi Artistik;57320026;C;Kontribusi tidak banyak
21031100067;Anggota Divisi Artistik;57120030;A;Mengerjakan tugas dengan sangat baik
21031100068;Anggota Divisi Artistik;57320001;D;Tidak memperhatikan saat kumpul
21031100069;Anggota Divisi Artistik;57219009;A;Selalu ikut rapat dan aktif
21031100070;Anggota Divisi Artistik;57320011;A;Selalu kumpul dan tidak pernah terlambat
21031100071;Anggota Divisi Artistik;57220015;A;Mengerjakan tugas dengan sangat baik
21031100072;Anggota Divisi Artistik;57219006;C;Rajin rapat tapi selalu terlambat
21031100073;Anggota Divisi Artistik;57220005;A;Mengerjakan tugas dengan sangat baik
21031100074;Anggota Divisi Artistik;57120037;A;Mengerjakan tugas dengan sangat baik
21031100075;Anggota Divisi Artistik;57319013;D;Jarang rapat dan jika datang selalu terlambat
21031100076;Anggota Divisi Artistik;57220020;C;Sering izin di tengah rapat
21031100077;Anggota Divisi Artistik;55120056;D;Jarang rapat dan jika datang selalu terlambat
21031100078;Anggota Divisi Artistik;57219050;C;Sering izin di tengah rapat
21031100079;Anggota Divisi Artistik;51220065;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100080;Anggota Divisi Artistik;52119038;A;Performa sangat baik
21031100081;Anggota Divisi Artistik;55120057;A;Kontribusi banyak dan sangat baik
21031100082;Anggota Divisi Artistik;51220054;C;Kehadiran sekitar 50%
21031100083;Anggota Divisi Dokumentasi;52119144;B;"Sering datang kumpul, bagus"
21031100084;Anggota Divisi Dokumentasi;54120069;A;Beberapa kali terlambat namun konfirmasi
21031100085;Anggota Divisi Dokumentasi;51120101;C;Sering izin di tengah kumpul
21031100086;Anggota Divisi Dokumentasi;56219082;A;Selalu ikut rapat dan aktif
21031100087;Anggota Divisi Dokumentasi;52219008;B;Selalu ikut rapat namun pasif
21031100088;Anggota Divisi Dokumentasi;54120079;A;Selalu kumpul dan tidak pernah terlambat
21031100089;Anggota Divisi Dokumentasi;58119039;A;Mengerjakan tugas dengan sangat baik
21031100090;Anggota Divisi Dokumentasi;53219047;E;"Hanya absen di wa saja, tidak datang rapat"
21031100091;Anggota Divisi Dokumentasi;57319005;A;Performa sangat baik
21031100092;Anggota Divisi Dokumentasi;55220057;C;Kehadiran sekitar 50%
21031100093;Anggota Divisi Humas;56119009;A;Kontribusi banyak dan sangat baik
21031100094;Anggota Divisi Humas;51220018;A;Selalu datang dan mengerjakan tugasnya
21031100095;Anggota Divisi Humas;57319017;A;Mengerjakan tugas dengan sangat baik
21031100096;Anggota Divisi Humas;56119099;A;Selalu kumpul dan tidak pernah terlambat
21031100097;Anggota Divisi Humas;58220041;D;Kehadiran <30%
21031100098;Anggota Divisi Humas;55119035;C;Rajin kumpul tapi selalu terlambat
21031100099;Anggota Divisi Humas;55219010;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100100;Anggota Divisi Humas;55120044;D;Kehadiran <30%
21031100101;Anggota Divisi Humas;55220083;A;Selalu datang dan mengerjakan tugasnya
21031100102;Anggota Divisi Humas;53220017;B;Selalu ikut rapat namun pasif
21031100103;Anggota Divisi Kreatif;55120040;D;Tidak memperhatikan saat kumpul
21031100104;Anggota Divisi Kreatif;51119070;C;Kontribusi tidak banyak
21031100105;Anggota Divisi Kreatif;53320031;A;Beberapa kali terlambat namun konfirmasi
21031100106;Anggota Divisi Kreatif;52119110;A;Selalu kumpul dan tidak pernah terlambat
21031100107;Anggota Divisi Kreatif;51119018;D;Kehadiran <30%
21031100108;Anggota Divisi Kreatif;56119060;B;Kontribusi lumayan baik
21031100109;Anggota Divisi Kreatif;57119036;C;Sering izin di tengah kumpul
21031100110;Anggota Divisi Kreatif;57119033;A;Kontribusi banyak dan sangat baik
21031100111;Anggota Divisi Kreatif;52120115;B;Kehadiran > 80%
21031100112;Anggota Divisi Kreatif;56119093;B;Kontribusi lumayan baik
21031100113;Anggota Divisi Kreatif;56220104;B;Selalu ikut rapat namun kurang aktif
21031100114;Anggota Divisi Kreatif;57320021;B;Kontribusi lumayan baik
21031100115;Anggota Divisi Kreatif;57219015;B;Selalu ikut rapat namun pasif
21031100116;Anggota Divisi Kreatif;57219037;A;Selalu datang dan mengerjakan tugasnya
21031100117;Anggota Divisi Kreatif;57119022;C;Lumayan sering datang kumpul
21031100118;Anggota Divisi Kreatif;57119028;A;Performa sangat baik
21031100119;Anggota Divisi Kreatif;57120028;B;Kehadiran > 80%
21031100120;Anggota Divisi Kreatif;57320027;B;Beberapa kali terlambat namun konfirmasi
21031100121;Anggota Divisi Kreatif;57220021;A;Mengerjakan tugas dengan sangat baik
21031100122;Anggota Divisi Kreatif;57220012;A;Selalu kumpul dan tidak pernah terlambat
21031100123;Anggota Divisi Kreatif;57320022;B;"Sering datang kumpul, bagus"
21031100124;Anggota Divisi Kreatif;57319006;E;"Hanya absen di wa saja, tidak datang rapat"
21031100125;Anggota Divisi Kreatif;57120004;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031100126;Anggota Divisi Kreatif;57120006;B;Rajin rapat dan kalau telat konfirmasi
21031100127;Anggota Divisi Kreatif;55219019;A;Selalu datang dan mengerjakan tugasnya
21031100128;Anggota Divisi Lapangan;51120013;A;Kontribusi banyak dan sangat baik
21031100129;Anggota Divisi Lapangan;57319010;D;Kurang kontribusi
21031100130;Anggota Divisi Lapangan;58219006;E;"Hanya absen di wa saja, tidak datang rapat"
21031100131;Anggota Divisi Lapangan;51320034;C;Sering izin di tengah kumpul
21031100132;Anggota Divisi Lapangan;51219011;C;Sering izin di tengah kumpul
21031100133;Anggota Divisi Lapangan;56220077;B;Mengerjakan tugas dengan baik
21031100134;Anggota Divisi Lapangan;55419010;D;Jarang rapat dan jika datang selalu terlambat
21031100135;Anggota Divisi Lapangan;51120103;C;Kontribusi tidak banyak
21031100136;Anggota Divisi Lapangan;55119067;A;Selalu hadir rapat 100% dan fokus
21031100137;Anggota Divisi Lapangan;55420039;B;Kontribusi lumayan baik
21031100138;Anggota Divisi Lapangan;52220043;C;Sering izin di tengah kumpul
21031100139;Anggota Divisi Lapangan;53320015;B;Kehadiran > 80%
21031100140;Anggota Divisi Lapangan;55220037;B;Selalu ikut rapat namun pasif
21031100141;Anggota Divisi Lapangan;53119038;C;Sering izin di tengah kumpul
21031100142;Anggota Divisi Lapangan;56219012;A;Selalu datang dan mengerjakan tugasnya
21031100143;Anggota Divisi Lapangan;55119065;D;Kurang kontribusi
21031100144;Anggota Divisi Lapangan;53319039;A;Performa sangat baik
21031100145;Anggota Divisi Lapangan;52120101;A;Beberapa kali terlambat namun konfirmasi
21031100146;Anggota Divisi Lapangan;51220026;B;Mengerjakan tugas dengan baik
21031100147;Anggota Divisi Lapangan;55419028;C;Kehadiran sekitar 50%
21031100148;Anggota Divisi Lapangan;56119028;C;Sering izin di tengah kumpul
21031100149;Anggota Divisi Lapangan;55319025;A;Selalu hadir rapat 100% dan fokus
21031100150;Anggota Divisi Lapangan;51219007;A;Mengerjakan tugas dengan sangat baik
21031100151;Anggota Divisi Lapangan;51220071;A;Selalu ikut rapat dan aktif
21031100152;Anggota Divisi Lapangan;52119037;C;Rajin kumpul tapi selalu terlambat
21031100153;Anggota Divisi Lapangan;51119088;A;Selalu kumpul dan tidak pernah terlambat
21031100154;Anggota Divisi Lapangan;56120062;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100155;Anggota Divisi Lapangan;52219059;E;Kehadiran dibawah 2x
21031100156;Anggota Divisi Lapangan;54119004;E;Kehadiran dibawah 2x
21031100157;Anggota Divisi Lapangan;54119015;A;Selalu datang dan mengerjakan tugasnya
21031100158;Anggota Divisi Lapangan;53120061;B;Selalu ikut rapat namun kurang aktif
21031100159;Anggota Divisi Lapangan;57320030;B;Kontribusi lumayan baik
21031100160;Anggota Divisi Lapangan;51219073;A;Beberapa kali terlambat namun konfirmasi
21031100161;Anggota Divisi Lapangan;55219071;A;Selalu hadir rapat 100% dan fokus
21031100162;Anggota Divisi Lapangan;55319033;A;Selalu hadir rapat 100% dan fokus
21031100163;Anggota Divisi Lapangan;53119045;A;Kerja bagus dan sangat bisa dipercaya
21031100164;Anggota Divisi Lapangan;56220073;A;Selalu datang dan mengerjakan tugasnya
21031100165;Anggota Divisi Lapangan;57320009;A;Kerja bagus dan sangat bisa dipercaya
21031100166;Anggota Divisi Lapangan;53120053;A;Kerja bagus dan sangat bisa dipercaya
21031100167;Anggota Divisi Lapangan;53120074;A;Selalu hadir rapat 100% dan fokus
21031100168;Anggota Divisi Lapangan;55319037;A;Selalu hadir rapat 100% dan fokus
21031100169;Anggota Divisi Lapangan;51120066;D;Kehadiran <30%
21031100170;Anggota Divisi Lapangan;51120077;B;Kehadiran > 80%
21031100171;Anggota Divisi Lapangan;58119042;B;Kontribusi lumayan baik
21031100172;Anggota Divisi Lapangan;52120005;D;Kehadiran <30%
21031100173;Anggota Divisi Lapangan;55319019;A;Mengerjakan tugas dengan sangat baik
21031100174;Anggota Divisi Lapangan;52120031;A;Beberapa kali terlambat namun konfirmasi
21031100175;Anggota Divisi Lapangan;51120121;A;Mengerjakan tugas dengan sangat baik
21031100176;Anggota Divisi Lapangan;55120075;B;"Sering datang kumpul, bagus"
21031100177;Anggota Divisi Lapangan;53319035;A;Selalu kumpul dan tidak pernah terlambat
21031100178;Anggota Divisi Lapangan;52220049;A;Kontribusi banyak dan sangat baik
21031100179;Anggota Divisi Lapangan;52119045;B;Selalu ikut rapat namun pasif
21031100180;Anggota Divisi Lapangan;53219045;B;"Sering datang kumpul, bagus"
21031100181;Anggota Divisi Lapangan;56219108;C;Kehadiran sekitar 50%
21031100182;Anggota Divisi Lapangan;53220015;A;Selalu hadir rapat 100% dan fokus
21031100183;Anggota Divisi Lapangan;55120017;B;Rajin rapat dan kalau telat konfirmasi
21031100184;Anggota Divisi Lapangan;51219068;A;Beberapa kali terlambat namun konfirmasi
21031100185;Anggota Divisi Lapangan;56120052;D;Jarang rapat dan jika datang selalu terlambat
21031100186;Anggota Divisi Lapangan;51219061;A;Kontribusi banyak dan sangat baik
21031100187;Anggota Divisi Lapangan;52220013;A;Beberapa kali terlambat namun konfirmasi
21031100188;Anggota Divisi Lapangan;58220015;D;Jarang rapat dan jika datang selalu terlambat
21031100189;Anggota Divisi Lapangan;52219073;A;Selalu datang dan mengerjakan tugasnya
21031100190;Anggota Divisi Lapangan;55320046;B;"Sering datang kumpul, bagus"
21031100191;Anggota Divisi Lapangan;51119013;E;Kehadiran dibawah 2x
21031100192;Anggota Divisi Lapangan;58120018;A;Beberapa kali terlambat namun konfirmasi
21031100193;Anggota Divisi Lapangan;51220020;B;"Sering datang kumpul, bagus"
21031100194;Anggota Divisi Lapangan;53319044;B;Selalu ikut rapat namun pasif
21031100195;Anggota Divisi Lapangan;53120026;D;Kehadiran <30%
21031100196;Anggota Divisi Lapangan;55420009;B;Kehadiran > 80%
21031100197;Anggota Divisi Lapangan;55120086;B;Rajin datang dan mengerjakan tugasnya
21031100198;Anggota Divisi Lapangan;54219018;B;Selalu ikut rapat namun kurang aktif
21031100199;Anggota Divisi Lapangan;56219075;A;Selalu ikut rapat dan aktif
21031100200;Anggota Divisi Lapangan;55419031;B;Selalu ikut rapat namun pasif
21031100201;Anggota Divisi Lapangan;55320044;A;Performa sangat baik
21031100202;Anggota Divisi Lapangan;54120050;A;Mengerjakan tugas dengan sangat baik
21031100203;Anggota Divisi Lapangan;56219043;A;Beberapa kali terlambat namun konfirmasi
21031100204;Anggota Divisi Lapangan;57320019;B;Kontribusi lumayan baik
21031100205;Anggota Divisi Lapangan;57220018;A;Beberapa kali terlambat namun konfirmasi
21031100206;Anggota Divisi Lapangan;52119027;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100207;Anggota Divisi Lapangan;51219045;A;Selalu ikut rapat dan aktif
21031100208;Anggota Divisi Lapangan;56219020;B;Kontribusi lumayan baik
21031100209;Anggota Divisi Lapangan;53119028;A;Selalu datang dan mengerjakan tugasnya
21031100210;Anggota Divisi Lapangan;56220021;A;Selalu ikut rapat dan aktif
21031100211;Anggota Divisi Lapangan;56219091;B;Selalu ikut rapat namun pasif
21031100212;Anggota Divisi Lapangan;51120111;A;Selalu hadir rapat 100% dan fokus
21031100213;Anggota Divisi Lapangan;56119011;A;Performa sangat baik
21031100214;Anggota Divisi Lapangan;54119069;B;Selalu ikut rapat namun pasif
21031100215;Anggota Divisi Lapangan;51320044;A;Performa sangat baik
21031100216;Anggota Divisi Lapangan;55419043;D;Jarang datang rapat
21031100217;Anggota Divisi Lapangan;56220075;D;Kehadiran <30%
21031100218;Anggota Divisi Lapangan;56120084;A;Performa sangat baik
21031100219;Anggota Divisi Lapangan;55120010;A;Selalu kumpul dan tidak pernah terlambat
21031100220;Anggota Divisi Lapangan;56220030;A;Beberapa kali terlambat namun konfirmasi
21031100221;Anggota Divisi Lapangan;56120065;C;Kontribusi tidak banyak
21031100222;Anggota Divisi Lapangan;54120063;D;Jarang datang rapat
21031100223;Anggota Divisi Lapangan;55119085;B;Mengerjakan tugas dengan baik
21031100224;Anggota Divisi Lapangan;52220004;C;Lumayan sering datang kumpul
21031100225;Anggota Divisi Lapangan;58119014;D;Kehadiran <30%
21031100226;Anggota Divisi Lapangan;58219026;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100227;Anggota Divisi Lapangan;53220011;B;Kontribusi lumayan baik
21031100228;Anggota Divisi Logistik;53120029;A;Selalu kumpul dan tidak pernah terlambat
21031100229;Anggota Divisi Logistik;51120011;C;Rajin rapat tapi selalu terlambat
21031100230;Anggota Divisi Logistik;54119076;B;"Sering datang kumpul, bagus"
21031100231;Anggota Divisi Logistik;53120014;E;Kehadiran dibawah 2x
21031100232;Anggota Divisi Logistik;55419017;E;Absen 0
21031100233;Anggota Divisi Logistik;56119032;C;Rajin rapat tapi selalu terlambat
21031100234;Anggota Divisi Logistik;58119027;A;Selalu ikut rapat dan aktif
21031100235;Anggota Divisi Logistik;52220054;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100236;Anggota Divisi Logistik;51120081;B;Rajin datang dan mengerjakan tugasnya
21031100237;Anggota Divisi Logistik;58220007;A;Kerja bagus dan sangat bisa dipercaya
21031100238;Anggota Divisi Logistik;53220053;E;Tidak Berdedikasi
21031100239;Anggota Divisi Logistik;51120093;C;Sering izin di tengah kumpul
21031100240;Anggota Divisi Logistik;55219091;B;Selalu ikut rapat namun pasif
21031100241;Anggota Divisi Logistik;55419015;A;Selalu datang dan mengerjakan tugasnya
21031100242;Anggota Divisi Logistik;58219046;B;"Sering datang kumpul, bagus"
21031100243;Anggota Divisi Logistik;51219033;B;Kehadiran > 80%
21031100244;Anggota Divisi Logistik;57119006;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100245;Anggota Divisi Logistik;56119089;E;Kehadiran dibawah 2x
21031100246;Anggota Divisi Logistik;52220046;B;Mengerjakan tugas dengan baik
21031100247;Anggota Divisi Logistik;53120024;A;Beberapa kali terlambat namun konfirmasi
21031100248;Anggota Divisi Logistik;53320042;A;Mengerjakan tugas dengan sangat baik
21031100249;Anggota Divisi Logistik;51119102;A;Selalu ikut rapat dan aktif
21031100250;Anggota Divisi Logistik;55420005;E;"Hanya absen di wa saja, tidak datang rapat"
21031100251;Anggota Divisi Logistik;55319005;B;Beberapa kali terlambat namun konfirmasi
21031100252;Anggota Divisi Logistik;54220015;B;Kehadiran > 80%
21031100253;Anggota Divisi Logistik;53120040;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031100254;Anggota Divisi Logistik;54119095;C;Kontribusi tidak banyak
21031100255;Anggota Divisi Logistik;56220138;D;Jarang datang rapat
21031100256;Anggota Divisi Logistik;56120037;D;Tidak memperhatikan saat kumpul
21031100257;Anggota Divisi Logistik;52120040;B;Mengerjakan tugas dengan baik
21031100258;Anggota Divisi Logistik;51319042;B;Selalu ikut rapat namun kurang aktif
21031100259;Anggota Divisi Logistik;51220011;E;Tidak Berdedikasi
21031100260;Anggota Divisi Logistik;51319012;C;Kontribusi tidak banyak
21031100261;Anggota Divisi Logistik;51219056;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031100262;Anggota Divisi Logistik;51120056;C;Rajin kumpul tapi selalu terlambat
21031100263;Anggota Divisi Logistik;56219133;E;Tidak Berdedikasi
21031100264;Anggota Divisi Logistik;51120127;C;Rajin rapat tapi selalu terlambat
21031100265;Anggota Divisi Logistik;54220016;A;Beberapa kali terlambat namun konfirmasi
21031100266;Anggota Divisi Logistik;56120039;B;Mengerjakan tugas dengan baik
21031100267;Anggota Divisi Logistik;53219018;A;Beberapa kali terlambat namun konfirmasi
21031100268;Anggota Divisi Media;55320029;B;"Sering datang kumpul, bagus"
21031100269;Anggota Divisi Media;54119001;C;Sering izin di tengah kumpul
21031100270;Anggota Divisi Media;51319044;E;Absen 0
21031100271;Anggota Divisi Media;55420048;A;Kerja bagus dan sangat bisa dipercaya
21031100272;Anggota Divisi Media;51220048;A;Selalu kumpul dan tidak pernah terlambat
21031100273;Anggota Divisi Media;52120091;B;Beberapa kali terlambat namun konfirmasi
21031100274;Anggota Divisi Media;52119093;C;Kehadiran sekitar 50%
21031100275;Anggota Divisi Media;53119003;C;Rajin kumpul tapi selalu terlambat
21031100276;Anggota Divisi Media;55320042;E;Kehadiran dibawah 2x
21031100277;Anggota Divisi Media;51120034;A;Kontribusi banyak dan sangat baik
21031100278;Anggota Divisi Medis;52220044;B;Beberapa kali terlambat namun konfirmasi
21031100279;Anggota Divisi Medis;57319021;C;Sering izin di tengah rapat
21031100280;Anggota Divisi Medis;52120112;C;Sering izin di tengah kumpul
21031100281;Anggota Divisi Medis;53320036;A;Selalu ikut rapat dan aktif
21031100282;Anggota Divisi Medis;51220029;B;Kontribusi lumayan baik
21031100283;Anggota Divisi Medis;51220025;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100284;Anggota Divisi Medis;58120049;A;Performa sangat baik
21031100285;Anggota Divisi Medis;51120084;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100286;Anggota Divisi Medis;57219037;E;Absen 0
21031100287;Anggota Divisi Medis;52119010;C;Lumayan sering datang kumpul
21031100288;Anggota Divisi Medis;53220028;A;Selalu ikut rapat dan aktif
21031100289;Anggota Divisi Medis;53219036;B;"Sering datang kumpul, bagus"
21031100290;Anggota Divisi Medis;56219109;A;Kerja bagus dan sangat bisa dipercaya
21031100291;Anggota Divisi Medis;55119086;B;"Rajin kumpul, hanya beberapa kali terlambat"
21031100292;Anggota Divisi Medis;51320026;A;Kerja bagus dan sangat bisa dipercaya
21031100293;Anggota Divisi Medis;52119014;A;Selalu ikut rapat dan aktif
21031100294;Anggota Divisi Medis;52119142;D;Kehadiran <30%
21031100295;Anggota Divisi Medis;51219022;A;Selalu hadir rapat 100% dan fokus
21031100296;Anggota Divisi Medis;53120062;C;Sering izin di tengah rapat
21031100297;Anggota Divisi Medis;58219017;B;Kehadiran > 80%
21031100298;Anggota Divisi Medis;56219039;A;Kontribusi banyak dan sangat baik
21031100299;Anggota Divisi Medis;51319019;A;Beberapa kali terlambat namun konfirmasi
21031100300;Anggota Divisi Medis;57220024;D;Kehadiran <30%
21031100301;Anggota Divisi Medis;53119059;B;"Sering datang kumpul, bagus"
21031100302;Anggota Divisi Medis;58120038;A;Mengerjakan tugas dengan sangat baik
21031100303;Anggota Divisi Medis;55220010;A;Selalu datang dan mengerjakan tugasnya
21031100304;Anggota Divisi Medis;52220041;C;Lumayan sering datang kumpul
21031100305;Anggota Divisi Medis;53219012;C;Rajin rapat tapi selalu terlambat
21031100306;Anggota Divisi Medis;53120082;C;Lumayan sering datang kumpul
21031100307;Anggota Divisi Medis;51119112;B;Beberapa kali terlambat namun konfirmasi
21031100308;Anggota Divisi MSDM;56220093;C;Rajin rapat tapi selalu terlambat
21031100309;Anggota Divisi MSDM;51220058;A;Performa sangat baik
21031100310;Anggota Divisi MSDM;55319014;B;Rajin rapat dan kalau telat konfirmasi
21031100311;Anggota Divisi MSDM;52119068;C;Rajin rapat tapi selalu terlambat
21031100312;Anggota Divisi MSDM;55120018;A;Beberapa kali terlambat namun konfirmasi
21031100313;Anggota Divisi MSDM;56220024;E;Kehadiran dibawah 2x
21031100314;Anggota Divisi MSDM;54119026;B;Kehadiran > 80%
21031100315;Anggota Divisi MSDM;51120148;A;Selalu ikut rapat dan aktif
21031100316;Anggota Divisi MSDM;51219003;A;Kerja bagus dan sangat bisa dipercaya
21031100317;Anggota Divisi MSDM;55320016;B;Kontribusi lumayan baik
21031100318;Anggota Divisi Pameran;51119123;B;Kehadiran > 80%
21031100319;Anggota Divisi Pameran;54119071;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100320;Anggota Divisi Pameran;53120048;B;Rajin datang dan mengerjakan tugasnya
21031100321;Anggota Divisi Pameran;55119052;C;Rajin rapat tapi selalu terlambat
21031100322;Anggota Divisi Pameran;54120074;C;Cukup rajin kumpul tapi tidak mengerjakan tugasnya
21031100323;Anggota Divisi Pameran;56120087;A;Selalu kumpul dan tidak pernah terlambat
21031100324;Anggota Divisi Pameran;51219025;A;Selalu kumpul dan tidak pernah terlambat
21031100325;Anggota Divisi Pameran;55319012;C;Sering izin di tengah kumpul
21031100326;Anggota Divisi Pameran;52220018;C;Rajin kumpul tapi selalu terlambat
21031100327;Anggota Divisi Pameran;51119096;A;Selalu datang dan mengerjakan tugasnya
21031100328;Anggota Divisi Pameran;53119046;C;Rajin rapat tapi selalu terlambat
21031100329;Anggota Divisi Pameran;53119029;A;Selalu hadir rapat 100% dan fokus
21031100330;Anggota Divisi Pameran;57220016;A;Selalu datang dan mengerjakan tugasnya
21031100331;Anggota Divisi Pameran;55319043;A;Beberapa kali terlambat namun konfirmasi
21031100332;Anggota Divisi Pameran;53120007;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100333;Anggota Divisi Pameran;55420017;B;Selalu ikut rapat namun pasif
21031100334;Anggota Divisi Pameran;58120015;C;Sering izin di tengah kumpul
21031100335;Anggota Divisi Pameran;56220071;C;Sering izin di tengah rapat
21031100336;Anggota Divisi Pameran;53219009;A;Kerja bagus dan sangat bisa dipercaya
21031100337;Anggota Divisi Pameran;58119009;A;Selalu datang dan mengerjakan tugasnya
21031100338;Anggota Divisi Pameran;53120089;A;Beberapa kali terlambat namun konfirmasi
21031100339;Anggota Divisi Pameran;51119080;C;Cukup rajin datang rapat tapi tidak mengerjakan tugasnya
21031100340;Anggota Divisi Pameran;53320006;D;Tidak memperhatikan saat kumpul
21031100341;Anggota Divisi Pameran;55319029;D;Tidak memperhatikan saat kumpul
21031100342;Anggota Divisi Pameran;56120092;A;Selalu ikut rapat dan aktif
21031100343;Anggota Divisi Pameran;51220001;A;Kontribusi banyak dan sangat baik
21031100344;Anggota Divisi Pameran;51219006;C;Rajin kumpul tapi selalu terlambat
21031100345;Anggota Divisi Pameran;54119059;A;Mengerjakan tugas dengan sangat baik
21031100346;Anggota Divisi Pameran;51119025;B;Selalu ikut rapat namun pasif
21031100347;Anggota Divisi Pameran;55219001;C;Sering izin di tengah rapat
21031100348;Anggota Divisi Sponsor;53119093;A;Performa sangat baik
21031100349;Anggota Divisi Sponsor;51119115;C;Lumayan sering datang kumpul
21031100350;Anggota Divisi Sponsor;54119047;B;Selalu ikut rapat namun pasif
21031100351;Anggota Divisi Sponsor;55220077;B;Selalu ikut rapat namun kurang aktif
